0,-2,-1,1.0
0,-1,33,1.0
0,1,8,0.9999999571455133
0,2,1,1.0
0,3,20,0.9999999561809836
0,4,30,1.0
0,5,28,1.0
0,7,23,0.9999999585200829
0,8,7,0.9999999580847468
0,9,2,0.9999999559917768
0,10,5,0.9999999559470596
0,13,16,1.0
0,15,13,0.9999999556040547
0,16,10,0.9999999536679558
0,17,24,0.9999999571522741
0,18,15,1.0
0,19,17,0.9999999579050117
0,20,21,1.0
0,21,22,1.0
0,22,9,1.0
0,23,19,0.9999999579729423
0,24,18,0.9999999572557481
0,26,31,1.0
0,27,26,1.0
0,28,34,1.0
0,29,36,1.0
0,30,32,1.0
0,31,4,1.0
0,32,3,1.0
0,33,35,1.0
0,34,29,0.9999999578394795
0,35,27,0.9999999560945092
0,36,-2,1.0
