obj:,7.511232746787899
unsatisfied:,2.4999999999992184
travel distance:,5.01123274678868
clock time,0.5006110668182373
v,i,j,Laitude1,Longitude1,Latitude2,Longitude2,yvi,yvj,targetj,Ui,Uj,svi,svj
0,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,0.0,0,0,0,0.0,0.0
1,-2,-1,40.716629,-73.982616,40.716629,-73.982616,0.0,0.0,0,0,0,-7.000000000000554,0.0
1,-1,2,40.716629,-73.982616,40.72299208,-73.97995466,0.0,4.0,4.0,0,0,0.0,4.0
0,-1,6,40.716629,-73.982616,40.72066442,-73.98517977,0.0,0.0,3.0,0,0,0.0,7.176481631177012e-13
1,0,15,40.72903917,-73.99404649,40.72706363,-73.99662137,11.999999999999673,17.999999999999673,6.0,0.0,0.0,9.0,6.0
1,1,14,40.73261787,-73.99158043,40.73143724,-73.99490342,10.0,7.0,-3.0,0.0,0.0,6.0,-3.0
1,2,3,40.72299208,-73.97995466,40.72521311,-73.97768752,4.0,7.0,3.0,0.0,0.0,4.0,3.0
1,3,8,40.72521311,-73.97768752,40.72621788,-73.98379855,7.0,10.0,3.0,0.0,0.0,3.0,3.0
1,4,-2,40.72019576,-73.98997825,40.716629,-73.982616,7.000000000000554,0.0,0,0,0,8.810729923425242e-13,-7.000000000000554
1,5,7,40.72502876,-73.99069656,40.72467721,-73.98783413,14.999999999999673,9.999999999999673,-5.0,0.0,0.0,-3.0,-5.0
0,6,-2,40.72066442,-73.98517977,40.716629,-73.982616,0.0,0.0,0,0,0,7.176481631177012e-13,0.0
1,7,10,40.72467721,-73.98783413,40.72110063,-73.9919254,9.999999999999673,6.999999999999673,-3.0,0.0,0.0,-5.0,-3.0
1,8,9,40.72621788,-73.98379855,40.72740794,-73.98142006,10.0,4.0,-6.0,0.0,0.0,3.0,-6.0
1,9,12,40.72740794,-73.98142006,40.73221853,-73.98165557,4.0,7.0,3.0,0.0,0.0,-6.0,3.0
1,10,4,40.72110063,-73.9919254,40.72019576,-73.98997825,6.999999999999673,7.000000000000554,-2.0,0.0,2.0,-3.0,8.810729923425242e-13
1,11,1,40.73223272,-73.98889957,40.73261787,-73.99158043,4.0,10.0,6.0,0.0,0.0,-7.0,6.0
1,12,13,40.73221853,-73.98165557,40.73381219,-73.98054421,7.0,11.0,4.0,0.0,0.0,3.0,4.0
1,13,11,40.73381219,-73.98054421,40.73223272,-73.98889957,11.0,4.0,-7.0,0.0,0.0,4.0,-7.0
1,14,16,40.73143724,-73.99490342,40.7292365,-73.99086803,7.0,2.999999999999673,-4.0,0.0,0.0,-3.0,-4.000000000000327
1,15,5,40.72706363,-73.99662137,40.72502876,-73.99069656,17.999999999999673,14.999999999999673,-3.0,0.0,0.0,6.0,-3.0
1,16,0,40.7292365,-73.99086803,40.72903917,-73.99404649,2.999999999999673,11.999999999999673,9.0,0.0,0.0,-4.000000000000327,9.0
